Protein_Accession,Gene_Name,Protein_Descriptions,Protein_Name,Number_Unique_Peptides,NR_1.Post_1,NR_1.Pre_2,NR_2.Post_3,NR_2.Pre_4,R_16.Post_5,R_16.Pre_6,R_17.Post_7.,R_17.Pre_8,NR_3.Post_9,NR_3.Pre_10,R_18.Post_11,R_18.Pre_12,R_19.Post_13,R_19.Pre_14,R_20.Post_15,R_20.Pre_16,R_21.Post_17,R_21.Pre_18,R_22.Post_19,R_22.Pre_20,NR_5.Post_21,NR_5.Pre_22,R_23.Post_23,R_23.Pre_24,R_24.Post_25,R_24.Pre_26,NR_6.Post_27,NR_6.Pre_28,R_25.Post_29,R_25.Pre_30,NR_7.Post_31,NR_7.Pre_32,NR_8.Post_33,NR_8.Pre_34,R_29.Post_35,R_29.Pre_36,NR_12.Post_37,NR_12.Pre_38,R_30.Post_39,R_30.Pre_40,NR_13.Post_41,NR_13.Pre_42,NR_14.Post_43,NR_14.Pre_44,NR_15.Post_45,NR_15.Pre_46,R_26.Post_47,R_26.Pre_48,R_28.Post_49,R_28.Pre_50,NR_10.Post_51,NR_10.Pre_52,NR_11.Post_53,NR_11.Pre_54
Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,CCAR2_HUMAN,3,1299.332275,724.3111572,362.9765015,420.3542786,1264.338135,12471.83789,2010.511719,3934.831055,3106.315918,8738.483398,3356.91333,818.3116455,5476.195801,1374.536499,2194.725098,3927.431885,2872.399902,1530.463379,1187.607666,4150.398926,1413.34314,4503.621094,1190.546875,2325.21875,853.741394,584.4272461,3437.563477,3192.827881,1322.82373,5616.044922,409.9822998,351.5297546,4885.250977,723.7532349,1377.358154,2278.23584,692.3453369,3489.72583,813.5185547,847.4934692,795.085083,729.6524658,1405.34668,1748.414917,1810.383789,5356.078613,995.8016357,2372.259277,4383.962402,797.6922607,1068.627197,6124.748047,347.6876526,3347.840088
Q9UL52,TMPRSS11E,Transmembrane protease serine 11E,TM11E_HUMAN,3,3535.422852,614.4907227,1906.821167,1402.798096,2412.5,3415.229248,5356.87793,2275.946289,1058.351318,2125.275391,429.4432678,4862.998535,3130.122314,3067.013916,520.5794067,504.4862976,669.7177734,714.6061401,1647.481812,619.9244385,1069.477417,8238.441406,1408.530884,372.8468323,15262.38086,17491.41016,2207.727539,879.2463379,2006.951294,1846.282227,470.4759216,410.5293884,569.2650757,625.1243286,918.1383057,470.5684814,461.5431213,676.668396,587.9747925,458.9771423,1138.453125,5067.085449,4098.78125,1183.524658,418.7000427,315.8548889,534.6218872,1087.12146,14154.55762,2183.254883,2814.383545,3577.465332,364.8611755,370.0074158
Q13595,TRA2A,Transformer-2 protein homolog alpha,TRA2A_HUMAN,2,5333.59668,1642.422729,1028.277588,1344.249756,1252.826782,20066.1875,3141.199951,5778.283203,3810.357178,7245.927734,1970.854004,956.0687866,2407.041504,1240.553833,1966.789673,4949.693359,7640.946289,951.7025146,1513.075562,3446.543213,546.7322998,3029.812744,7730.143066,2579.939697,1934.970337,382.7333374,1798.408081,4116.762207,3640.687744,1041.237427,442.5783997,567.2772217,3527.628906,282.2221985,525.086731,702.8858643,501.7021179,1148.979004,762.9290161,515.2091675,598.4382324,861.291626,645.0592651,1377.128906,1757.370728,3326.849365,449.6246948,868.4435425,6916.325195,337.9146423,388.6669312,6612.991699,250.4986572,1706.916992
O00533,CHL1,Neural cell adhesion molecule L1-like protein,NCHL1_HUMAN,4,856.486084,2924.533447,648.93396,877.3809204,2123.721924,3016.701416,3748.659668,1914.448364,4771.310547,4745.878418,515.0230103,1603.088989,2197.458984,3922.319092,7510.827637,3849.72168,2562.703369,1446.050171,3111.858643,2922.165283,1135.789429,977.0216064,3113.665527,3298.314697,738.6763916,481.8699036,4836.19043,1523.743774,1924.44458,6561.62207,536.2959595,1494.807373,2246.53833,1888.245239,2842.09082,1277.637939,1614.285156,3874.719971,2271.449951,3619.650635,1886.099609,1825.263916,932.7687378,1450.205688,3273.994385,2648.175293,1696.428711,1212.474487,865.607666,2327.466309,2463.019531,3109.668457,1857.487549,2503.374512
O43583,DENR,Density-regulated protein,DENR_HUMAN,3,504.44104,973.1980591,440.4564819,2236.30835,1060.231689,7171.57666,3212.650879,1818.659668,1186.345581,6169.841309,1186.759277,687.4684448,5779.157715,902.925415,3063.424561,2555.169434,1081.194458,1386.788696,2154.66748,2161.983887,529.3656616,960.7630615,5173.582031,2463.915039,1217.81311,2076.24292,3355.27832,1095.044189,1298.386963,5522.710938,509.1080627,855.4846802,1784.147461,2606.384521,1483.357544,1395.672363,2068.440674,2654.786865,1171.03772,2312.581299,996.6624756,7044.588867,1157.643799,5461.316406,2401.289063,3938.372314,1518.48938,2157.919678,1875.152466,795.4673462,1704.927612,8104.449219,861.6566772,1269.744263
A0AVT1,UBA6,Ubiquitin-like modifier-activating enzyme 6,UBA6_HUMAN,5,642.7750854,1363.449585,494.7778015,816.8549194,777.5670166,3929.955322,4130.492188,4551.439941,1948.709351,4179.590332,562.1105957,1019.887512,1562.236816,578.0841064,1515.526978,3651.939941,2804.689453,2290.052734,1568.99646,5162.631348,1235.891724,2764.481689,2090.955811,4867.624512,1831.667847,1177.895264,3144.823975,4945.241699,1538.963379,5206.433105,525.3900146,714.7216797,2929.888916,1175.110962,1957.342407,996.2824097,536.4776611,1344.604614,836.8082886,1891.443237,1283.187134,1514.953247,1917.520386,3905.142822,3515.274902,4536.914551,1390.794067,3791.171143,6505.677734,1163.004395,2063.509277,9208.939453,917.3290405,2477.192139
Q9Y6I3,EPN1,Epsin-1,EPN1_HUMAN,2,1038.573242,2141.783447,458.1312866,937.5348511,2453.327637,4530.564453,6771.513184,5351.376953,3846.485352,5746.965332,243.4976044,2017.977173,3490.820313,819.473999,2734.152832,2832.261963,2800.273926,4224.462402,2793.705322,5349.268555,608.5183716,2211.939453,2280.590088,4395.547363,579.3597412,545.4594116,3224.906738,3828.904541,791.1292725,3281.574707,348.5966492,737.9538574,1531.669556,270.1769714,3587.438721,1019.971619,2019.518433,5750.311523,2664.092529,4134.31543,1253.087524,1619.641357,1379.800293,2269.438477,2899.349854,3798.324951,1699.463745,3329.237061,1377.105103,432.0715332,2863.64917,3825.671875,601.5726929,2206.905518
Q9NUP9,LIN7C,Protein lin-7 homolog C,LIN7C_HUMAN,2,2636.276123,3212.666748,767.9955444,852.0343628,3076.83374,2956.908936,7249.291992,5043.471191,4924.101074,6366.776855,1142.000488,1565.250122,3587.529541,1527.249878,2418.352783,2703.134521,1316.509033,3006.519043,4043.76001,2602.072021,681.0081787,3314.914063,2373.213623,2623.445068,425.6811523,1395.760498,2397.618164,2735.26123,2533.704346,9306.094727,895.7127686,713.6422729,3789.193848,940.338623,2806.951416,1130.869385,1024.27832,4784.699707,1422.811279,1980.606201,1151.725708,2675.509521,1315.7677,675.4133911,2976.254639,3595.292969,1601.371948,1883.835815,2151.347656,1120.903076,1576.612061,3792.32666,400.065094,974.2810669
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",THIC_HUMAN,4,2769.472168,1668.262329,790.3981934,862.3529053,2212.385498,9278.277344,8783.107422,5061.618652,2317.482666,6812.713867,407.2947083,861.836731,4006.755615,850.6920166,5169.38916,3230.453857,2852.829834,1198.389648,2000.999268,3687.914307,573.7589722,2378.997803,3499.347656,3743.946045,1484.259155,1296.459351,5043.354004,2304.291748,1403.48584,3523.460205,510.7168579,664.1777344,1901.598022,477.2677307,1815.078369,508.337738,524.4586182,2750.876221,1074.062988,1033.152466,1339.995605,2157.825684,586.0134888,1996.499268,2100.244385,4764.669434,988.007019,2589.43042,6386.703613,711.2583008,1956.595825,6280.76123,412.7665405,1000.042114
O75995,SASH3,SAM and SH3 domain-containing protein 3,SASH3_HUMAN,4,1316.082642,2568.61499,1484.691895,1051.987915,1775.593628,2125.229736,5458.369629,3683.173096,1345.07666,4896.45166,10109.02148,1583.305664,4086.858643,1348.063965,1916.969727,2133.164551,2942.328613,1495.447021,2504.045166,3248.14502,2843.30835,2505.379639,1799.368652,3612.501709,1423.560425,741.4280396,1370.599121,2732.706787,1502.389893,9166.702148,850.4591675,892.8552246,2534.939453,947.4433594,854.6134033,3055.548828,1419.034424,3831.895996,1546.334717,1430.667236,1142.064209,1211.905884,852.5003662,2656.004883,1084.611938,1421.581909,1688.336792,2979.224609,1885.145874,810.5422974,1304.74585,12722.88965,1190.827026,673.4022827
Q9Y547,HSPB11,Intraflagellar transport protein 25 homolog,IFT25_HUMAN,3,2342.800537,5193.141602,810.8641968,1161.942261,1690.221436,9180.242188,10622.06055,2661.739014,1993.946655,4543.677734,885.4932861,1050.415405,2841.954102,1552.363159,1664.010864,1187.03833,5020.560547,2524.588867,3129.88623,4334.537109,836.1397095,1308.272583,4642.629395,2509.987305,973.5623779,1115.041626,2747.384033,5561.744141,1842.627808,3823.625488,1305.649414,1741.506226,1400.422729,1141.873413,1519.663696,943.7570801,682.4262085,3343.230713,2245.368164,1715.64563,1197.672119,1875.787354,557.8580322,1421.376343,1304.859131,652.6158447,1823.245239,1528.457275,2304.0354,747.034729,2396.07666,8285.115234,979.1140747,958.9681396
O00743,PPP6C,Serine/threonine-protein phosphatase 6 catalytic subunit,PPP6_HUMAN,3,1800.248901,2536.40332,536.9874878,2134.273682,414.7379761,3304.99292,4702.48877,4726.500977,2348.380371,4582.652832,1574.278198,1257.071899,2248.2771,891.9085693,1547.483521,2024.994995,4079.42334,1824.431885,1261.230347,4455.000488,1591.011353,3084.533936,1783.91394,3883.326416,1598.482056,1553.539673,3065.035645,3741.132568,2222.796875,6093.918457,1424.834839,1173.796143,4297.306641,881.097229,1523.123535,2853.952393,487.9758911,1013.399658,1002.514099,1751.288696,1986.774292,686.8930054,1552.969116,2915.593506,2482.334717,3186.445068,1948.80542,2392.147949,7376.34375,1279.215698,2259.489502,4385.355957,834.2519531,1531.008301
Q9UH65,SWAP70,Switch-associated protein 70,SWP70_HUMAN,6,1588.144409,2182.597168,645.5792236,841.9893799,1439.989502,3468.9646,4553.961426,4699.660156,2892.673828,5564.006836,2531.18335,1735.432617,4527.790039,858.0213623,2680.931152,2663.25415,2527.007324,1584.305054,958.9318848,5001.572754,1022.520752,2441.758789,2180.272949,3640.457031,989.0963135,746.7318726,4385.033203,2854.891113,1840.337402,4180.239258,939.2227783,1798.29126,3088.072754,633.7997437,1545.866211,2325.237549,713.0249023,1344.508179,1228.27478,1918.900269,1649.56604,1845.715088,1371.13623,2713.567139,3761.227295,4712.955078,1526.993896,3289.632324,2722.620117,1098.924927,1838.116211,5680.825195,957.9745483,2058.5354
Q9BT78,COPS4,COP9 signalosome complex subunit 4,CSN4_HUMAN,2,398.177002,4310.288086,595.4788818,1369.851196,3563.924805,6224.82373,3522.663086,2709.433105,6904.053223,7150.734375,2206.877686,2321.000244,5034.501953,1934.417725,6051.060059,5194.030273,2946.60376,2841.486816,1461.624512,2316.559082,2357.061768,3893.475098,1331.616699,2443.907227,916.4880371,1020.10968,1041.621826,1593.503906,781.647583,1958.112793,468.6036682,357.9576721,2776.156006,375.7858582,1812.910278,2109.093018,958.8209839,2541.191406,2486.778564,2196.474609,1058.955444,3106.742432,644.3232422,712.6681519,4124.040527,2429.837891,1377.51355,1505.390137,2555.522705,386.3885193,1469.113037,4441.370117,359.3898926,2068.476318
Q8IWB7,WDFY1,WD repeat and FYVE domain-containing protein 1,WDFY1_HUMAN,2,1588.125977,2416.148682,1228.110229,1054.529541,2558.245605,4628.186035,4161.915039,4335.891113,3738.531494,2875.978271,5967.806641,1947.997681,4638.071777,895.8849487,2592.273193,3257.796875,1873.932739,3083.037598,11856.45996,3121.302979,955.1126099,1579.076538,2823.133057,4789.25293,811.1169434,1018.993347,2464.1604,4569.649414,1183.448608,8515.689453,633.3417358,640.3381958,1195.312256,653.609375,688.7628784,1965.096436,668.8518677,740.8254395,2052.958008,1130.436523,1568.050537,1391.246704,965.4100342,801.0357666,6912.952637,1693.72937,2821.94873,1400.079712,318.0697021,1081.946167,984.4698486,4657.463379,750.1190796,1211.611938
P49407,ARRB1,Beta-arrestin-1,ARRB1_HUMAN,4,1383.810913,2429.809326,579.7723999,1333.878784,3536.573486,2999.491943,2912.542236,4883.017578,1118.745483,4184.353027,1644.151123,1607.46814,1599.749878,1275.592896,1848.465332,2704.394531,3031.864502,4816.839844,3306.342285,5731.621582,814.4491577,2424.661865,1897.728882,8719.347656,638.6519165,926.9224854,3440.073975,5263.165527,1449.043213,5031.913086,581.4291992,1042.528809,1949.681519,2088.750244,1372.069336,1003.59082,635.7995605,1267.529419,3043.084229,1611.909912,1349.991699,1210.417847,1412.165527,4589.71875,2103.478516,3182.75708,1156.684814,3709.049316,2512.805664,1147.67395,2106.285645,5294.09668,732.0871582,962.9682007
P26640,VARS1,Valine--tRNA ligase,SYVC_HUMAN,8,1181.980225,723.6233521,502.1452026,669.5457764,737.9232788,5330.541504,2695.342773,4626.324219,1738.738159,7525.371582,618.0172729,849.8789673,3769.672607,682.6522827,3452.36377,5113.802734,1798.331421,2154.293213,1938.983643,6801.427246,642.4298096,4054.526611,2652.842529,6119.073242,1024.940552,403.1033325,2797.54541,4893.484375,1509.942017,4375.180664,412.6037292,427.5695801,2831.208984,358.7683411,1046.003052,695.2841187,553.3471069,1690.60083,1393.666992,1659.617676,1493.744995,2090.612793,1884.250977,3606.492676,2106.222412,3953.574707,475.2052002,3838.476563,4935.03418,375.9457092,1739.286987,7533.600098,351.5555725,1672.14502
Q8N335,GPD1L,Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L_HUMAN,3,2242.044434,2315.670898,381.594635,801.8805542,2462.987061,5504.965332,5816.443848,6319.240234,3285.143066,6939.277344,1078.572998,1313.687866,3020.114014,1174.669556,2701.566895,3286.436768,1535.433228,3390.499512,1774.148193,3813.12085,852.5293579,2590.87085,2303.767578,2609.771973,775.4845581,954.7432251,3725.355957,2989.55127,809.4962769,1488.675537,488.5983887,980.508728,1809.89856,1142.114746,1201.966797,870.9241333,1307.491943,2819.887451,1567.894409,1774.63208,2071.448242,1482.387695,1093.759888,1398.326416,3120.742676,4326.927734,1857.422241,2550.726318,2112.759277,1579.322998,2657.47998,5027.109375,708.2695923,2427.221191
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1_HUMAN,2,3293.871094,3676.833984,474.509613,630.9968262,1352.23645,4364.571777,4199.611816,6223.655762,4629.460938,8024.809082,2363.970459,932.345459,3030.197021,454.1342468,3670.018066,4345.090332,3524.180176,3627.704834,2282.757568,4878.679199,319.0549011,2466.720703,2159.272461,3386.149902,424.8027954,587.8179321,2374.902344,3845.2771,839.048584,4532.137695,499.4782715,540.4738159,2127.492188,454.9553833,885.4129639,1966.415894,1220.060913,4215.327148,2054.753662,3596.265137,377.8816528,584.93927,736.7420044,2206.893799,4184.966797,4384.799805,1217.173706,1703.14209,2139.967773,928.7143555,871.8880005,5581.009766,819.1053467,1227.597168
Q9UKG1,APPL1,DCC-interacting protein 13-alpha,DP13A_HUMAN,3,1553.081421,1313.391235,519.3683472,1065.672852,1027.257446,3221.224365,3457.896729,4473.006348,1781.649536,4786.652832,956.1074219,1008.679932,2525.859619,508.5779419,997.7190552,1146.647705,2688.231445,2502.046631,2522.717285,4052.05249,1765.738037,2835.096191,2669.851074,3809.974609,1227.076538,1561.153442,4373.129395,3805.575439,1676.052856,4463.834961,1086.463135,1303.823364,3930.298828,1411.505615,1869.602173,1944.604614,755.1463013,888.8213501,1541.351196,2001.302368,1009.00354,1729.76416,2283.898926,2317.283447,1948.476074,3989.071289,1891.316162,3534.724365,4635.426758,1365.282593,2349.421143,7782.392578,1023.055786,1204.030518
P32856,STX2,Syntaxin-2,STX2_HUMAN,3,762.4848022,1606.569458,858.7937622,645.8817749,1395.640015,1213.335327,7817.210449,1406.821167,3922.672852,1716.460449,447.5425415,824.9345093,2567.5625,516.2179565,5334.429199,1392.847046,3169.733398,2094.682129,7363.877441,9683.130859,354.171814,1376.058838,3766.563477,2673.925781,737.6490479,450.2415161,2922.224121,2144.293457,1488.667236,6202.961914,1568.827881,1886.188599,840.4793091,449.6797485,1492.538696,1217.138916,1958.78479,1988.07666,4114.567383,1186.929443,2540.145508,1679.055786,841.0357666,1377.190063,3368.20166,1720.325806,1098.537964,3314.626221,1562.528564,1284.480713,1605.175903,10379.30859,1545.31189,445.1007996
P00488,F13A1,Coagulation factor XIII A chain,F13A_HUMAN,2,12417.33984,4789.980469,572.6328125,1824.301025,2644.361084,1642.453613,3861.190186,2313.715088,1585.789063,1942.855713,6939.048828,1874.914673,1025.466553,772.7108765,1480.262329,2290.594482,3298.805664,514.4558105,637.9802246,1605.106689,3564.923584,2077.768311,449.4832458,711.2283325,554.2891235,364.8404541,3529.157227,922.4785156,2114.723145,10197.14453,10525.98242,411.4234924,9518.139648,502.1465454,838.6303101,1155.19165,654.9805298,3634.072754,846.3389282,462.7039795,2175.973389,2021.524902,955.1292114,648.2525024,802.5479736,2621.720947,341.1309204,1117.741577,1650.723999,439.7193298,782.9482422,1481.158936,1538.792847,3230.750244
Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,ZCCHV_HUMAN,2,2025.039429,3235.634766,1109.702026,1080.619263,4095.018555,5044.739258,4202.856934,3161.503418,3760.028809,3359.090576,1662.849487,1385.322876,3614.699463,814.2893677,2340.365234,2066.67334,3408.589355,3848.675293,2930.935303,4766.902832,893.7997437,2221.597168,5910.860352,4120.07959,1045.467896,485.9961243,4555.655273,3026.047852,1238.117798,6204.032227,1033.868774,776.2070313,1851.618286,663.6522217,772.7807617,2992.581543,1229.234863,3439.195068,1808.273804,1659.388184,2811.252441,1516.540649,751.8917847,3184.73999,2910.040283,905.6962891,1345.355225,1215.70874,1872.460449,508.0419617,1794.539185,5570.53418,628.0830078,1148.582642
Q13131,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1,AAPK1_HUMAN,3,2523.668457,3191.857422,318.0404053,691.4274292,539.0828247,3518.226807,6954.983398,5885.570801,1847.879761,5316.25293,1603.562744,475.827179,5153.892578,1290.234985,2716.669678,1713.983521,2704.146973,4266.07666,1212.65625,3576.189453,718.0670776,1997.79187,1330.672363,3329.916504,958.1827393,482.7574463,3721.293945,4012.398193,1528.950317,2553.97998,264.0175171,564.1279297,1805.711304,578.7138672,779.5786743,2094.830322,1103.160767,1981.574829,1241.316772,1916.191284,1243.934326,1583.965332,1536.833008,3063.840576,1785.010742,6123.126953,881.0854492,2405.898926,2979.921387,401.0117493,2392.787354,9373.939453,412.7244873,1451.561035
O00231,PSMD11,26S proteasome non-ATPase regulatory subunit 11,PSD11_HUMAN,7,1564.7948,1500.843262,700.137085,925.71698,1187.144165,6096.163086,4061.425293,2916.28418,2902.078857,5097.65625,2594.138916,1461.489502,3827.138916,1311.799561,2719.021973,2306.16748,1840.234985,1940.601563,2565.324707,4320.071289,1530.595093,2813.957764,2255.867188,4163.606445,2153.018555,1395.657227,2408.519531,2393.763428,1116.858887,4392.370605,710.8856812,911.3768311,2478.10083,644.5391846,2203.95166,1503.384277,887.0268555,1620.370117,1403.44458,1704.556885,1491.118774,2334.903809,1573.084839,2591.977295,2233.65332,3635.244385,1131.391846,2460.625488,4146.369629,809.02771,2076.426025,5684.000488,401.37146,1898.462524
Q96NT5,SLC46A1,Proton-coupled folate transporter,PCFT_HUMAN,2,1195.46814,1583.940308,544.0308838,1406.343628,2043.052002,2404.290771,13938.39063,7064.81543,3531.23584,4148.804688,713.7512817,1644.565186,2555.801758,644.0144653,2804.547607,2588.862305,3186.233643,6598.652344,1895.635376,6382.162598,437.4206238,870.8301392,2629.112061,2498.642334,554.6737061,515.9000854,3034.467285,3123.794678,994.7185669,2781.539063,699.8114014,1141.481201,1001.80719,954.270874,1146.700439,818.6879883,967.4872437,1486.765625,3480.044678,4669.334961,2219.172363,1048.17334,257.4465332,1132.710938,3309.588867,2308.635498,3617.137451,4538.155273,428.846405,584.2596436,3058.388916,3877.388184,1096.852661,1037.287231
Q15052,ARHGEF6,Rho guanine nucleotide exchange factor 6,ARHG6_HUMAN,2,3067.969238,6569.776367,1036.877563,624.5006714,1759.609863,1945.213867,5998.109375,6387.000488,1516.70813,3991.709229,3360.662842,3507.974854,1444.127563,926.9901733,724.7267456,1234.816528,3502.137451,2366.505859,1023.640869,6670.371094,909.3562012,2101.575439,1651.000244,5405.911133,768.3171387,968.6934814,2315.395996,10228.15918,607.2994385,13511.93164,350.0847473,780.4388428,4461.648438,193.5150604,2904.786621,1379.972656,571.6296387,947.7597656,1943.572876,1548.970581,557.8115234,555.5552368,1260.403564,1233.765015,1116.563354,356.602356,764.3167114,1100.838013,2998.141113,364.2131348,937.4856567,5707.648926,313.6254578,159.833374
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,PPIH_HUMAN,2,2752.842041,1082.003296,790.5006714,1377.797607,8531.706055,5576.513672,3582.128418,3981.336914,2040.28894,4894.425781,4393.654785,1735.754883,4118.725098,1302.317017,3022.463379,2504.290283,2505.271973,534.8321533,2401.712158,3408.59082,1476.166504,4192.1875,2398.271729,2185.834473,1027.105835,1041.116455,3687.717285,2081.27002,1380.813843,6095.032227,503.2901001,593.5916748,2371.876709,1035.120605,1880.05957,1451.817749,1048.701538,4703.503906,551.8562012,968.5650635,1038.641357,1319.20166,1140.464844,1092.171997,2164.844727,3551.956299,341.028656,2025.48999,2409.791504,849.9497681,2310.186523,3428.397705,483.3226318,872.5808716
